SubjectId;StudentId;GradeID;Grade;CreateDate;ModDate
2;1111816;0000;0;2022-10-09;2022-10-09
314;1112099;0000;0;2022-10-09;2022-10-09
804;1111153;0000;0;2022-10-09;2022-10-09
650;1110752;0000;0;2022-10-09;2022-10-09
449;1111940;0000;0;2022-10-09;2022-10-09
163;1110566;0000;0;2022-10-09;2022-10-09
439;1111505;0000;0;2022-10-09;2022-10-09
831;1110786;0000;0;2022-10-09;2022-10-09
1034;1110949;0000;0;2022-10-09;2022-10-09
125;1110555;0000;0;2022-10-09;2022-10-09
570;1112033;0000;0;2022-10-09;2022-10-09
247;1111523;0000;0;2022-10-09;2022-10-09
952;1112094;0000;0;2022-10-09;2022-10-09
462;1112114;0000;0;2022-10-09;2022-10-09
197;1110714;0000;0;2022-10-09;2022-10-09
778;1110573;0000;0;2022-10-09;2022-10-09
180;1110852;0000;0;2022-10-09;2022-10-09
429;1111091;0000;0;2022-10-09;2022-10-09
270;1111079;0000;0;2022-10-09;2022-10-09
848;1110863;0000;0;2022-10-09;2022-10-09
469;1111871;0000;0;2022-10-09;2022-10-09
1027;1111786;0000;0;2022-10-09;2022-10-09
401;1111995;0000;0;2022-10-09;2022-10-09
710;1111425;0000;0;2022-10-09;2022-10-09
734;1111670;0000;0;2022-10-09;2022-10-09
884;1112002;0000;0;2022-10-09;2022-10-09
1022;1112157;0000;0;2022-10-09;2022-10-09
1027;1111414;0000;0;2022-10-09;2022-10-09
341;1111862;0000;0;2022-10-09;2022-10-09
743;1112108;0000;0;2022-10-09;2022-10-09
67;1111104;0000;0;2022-10-09;2022-10-09
659;1110930;0000;0;2022-10-09;2022-10-09
437;1110888;0000;0;2022-10-09;2022-10-09
764;1111748;0000;0;2022-10-09;2022-10-09
291;1110898;0000;0;2022-10-09;2022-10-09
582;1110973;0000;0;2022-10-09;2022-10-09
116;1111703;0000;0;2022-10-09;2022-10-09
616;1111869;0000;0;2022-10-09;2022-10-09
657;1110839;0000;0;2022-10-09;2022-10-09
619;1110842;0000;0;2022-10-09;2022-10-09
999;1112128;0000;0;2022-10-09;2022-10-09
814;1111089;0000;0;2022-10-09;2022-10-09
133;1110654;0000;0;2022-10-09;2022-10-09
1045;1110546;0000;0;2022-10-09;2022-10-09
808;1111117;0000;0;2022-10-09;2022-10-09
47;1111170;0000;0;2022-10-09;2022-10-09
468;1111374;0000;0;2022-10-09;2022-10-09
950;1112105;0000;0;2022-10-09;2022-10-09
838;1111171;0000;0;2022-10-09;2022-10-09
518;1110525;0000;0;2022-10-09;2022-10-09
945;1111648;0000;0;2022-10-09;2022-10-09
700;1111983;0000;0;2022-10-09;2022-10-09
777;1111859;0000;0;2022-10-09;2022-10-09
678;1111680;0000;0;2022-10-09;2022-10-09
797;1110761;0000;0;2022-10-09;2022-10-09
342;1111845;0000;0;2022-10-09;2022-10-09
172;1112153;0000;0;2022-10-09;2022-10-09
473;1110468;0000;0;2022-10-09;2022-10-09
613;1110529;0000;0;2022-10-09;2022-10-09
698;1111128;0000;0;2022-10-09;2022-10-09
341;1110865;0000;0;2022-10-09;2022-10-09
571;1111299;0000;0;2022-10-09;2022-10-09
1029;1110434;0000;0;2022-10-09;2022-10-09
865;1110460;0000;0;2022-10-09;2022-10-09
312;1111486;0000;0;2022-10-09;2022-10-09
575;1111389;0000;0;2022-10-09;2022-10-09
275;1111292;0000;0;2022-10-09;2022-10-09
788;1111282;0000;0;2022-10-09;2022-10-09
1049;1110458;0000;0;2022-10-09;2022-10-09
226;1111007;0000;0;2022-10-09;2022-10-09
899;1111372;0000;0;2022-10-09;2022-10-09
612;1111774;0000;0;2022-10-09;2022-10-09
763;1110865;0000;0;2022-10-09;2022-10-09
374;1111870;0000;0;2022-10-09;2022-10-09
208;1111139;0000;0;2022-10-09;2022-10-09
139;1110664;0000;0;2022-10-09;2022-10-09
1038;1111542;0000;0;2022-10-09;2022-10-09
557;1111387;0000;0;2022-10-09;2022-10-09
994;1110700;0000;0;2022-10-09;2022-10-09
557;1110823;0000;0;2022-10-09;2022-10-09
919;1111608;0000;0;2022-10-09;2022-10-09
223;1111119;0000;0;2022-10-09;2022-10-09
220;1111670;0000;0;2022-10-09;2022-10-09
60;1110507;0000;0;2022-10-09;2022-10-09
671;1111634;0000;0;2022-10-09;2022-10-09
425;1111716;0000;0;2022-10-09;2022-10-09
160;1110805;0000;0;2022-10-09;2022-10-09
320;1111238;0000;0;2022-10-09;2022-10-09
209;1110889;0000;0;2022-10-09;2022-10-09
394;1110530;0000;0;2022-10-09;2022-10-09
701;1110923;0000;0;2022-10-09;2022-10-09
104;1110805;0000;0;2022-10-09;2022-10-09
154;1111827;0000;0;2022-10-09;2022-10-09
780;1110829;0000;0;2022-10-09;2022-10-09
128;1111582;0000;0;2022-10-09;2022-10-09
917;1111302;0000;0;2022-10-09;2022-10-09
615;1111599;0000;0;2022-10-09;2022-10-09
292;1111924;0000;0;2022-10-09;2022-10-09
693;1111824;0000;0;2022-10-09;2022-10-09
341;1110668;0000;0;2022-10-09;2022-10-09
196;1110476;0000;0;2022-10-09;2022-10-09
105;1110733;0000;0;2022-10-09;2022-10-09
574;1111675;0000;0;2022-10-09;2022-10-09
566;1110757;0000;0;2022-10-09;2022-10-09
1047;1111381;0000;0;2022-10-09;2022-10-09
804;1111614;0000;0;2022-10-09;2022-10-09
110;1112178;0000;0;2022-10-09;2022-10-09
300;1110765;0000;0;2022-10-09;2022-10-09
620;1110751;0000;0;2022-10-09;2022-10-09
33;1111618;0000;0;2022-10-09;2022-10-09
363;1111413;0000;0;2022-10-09;2022-10-09
709;1111133;0000;0;2022-10-09;2022-10-09
837;1111974;0000;0;2022-10-09;2022-10-09
927;1111332;0000;0;2022-10-09;2022-10-09
780;1111453;0000;0;2022-10-09;2022-10-09
923;1111333;0000;0;2022-10-09;2022-10-09
240;1110947;0000;0;2022-10-09;2022-10-09
519;1111993;0000;0;2022-10-09;2022-10-09
982;1110940;0000;0;2022-10-09;2022-10-09
218;1111036;0000;0;2022-10-09;2022-10-09
66;1111086;0000;0;2022-10-09;2022-10-09
673;1111969;0000;0;2022-10-09;2022-10-09
789;1111457;0000;0;2022-10-09;2022-10-09
483;1111950;0000;0;2022-10-09;2022-10-09
615;1112177;0000;0;2022-10-09;2022-10-09
146;1111698;0000;0;2022-10-09;2022-10-09
977;1110481;0000;0;2022-10-09;2022-10-09
538;1111906;0000;0;2022-10-09;2022-10-09
662;1111113;0000;0;2022-10-09;2022-10-09
342;1111828;0000;0;2022-10-09;2022-10-09
552;1110555;0000;0;2022-10-09;2022-10-09
461;1110604;0000;0;2022-10-09;2022-10-09
970;1111293;0000;0;2022-10-09;2022-10-09
145;1111400;0000;0;2022-10-09;2022-10-09
266;1110710;0000;0;2022-10-09;2022-10-09
733;1110782;0000;0;2022-10-09;2022-10-09
917;1111774;0000;0;2022-10-09;2022-10-09
144;1111153;0000;0;2022-10-09;2022-10-09
140;1111928;0000;0;2022-10-09;2022-10-09
810;1110431;0000;0;2022-10-09;2022-10-09
686;1110438;0000;0;2022-10-09;2022-10-09
880;1111811;0000;0;2022-10-09;2022-10-09
280;1111760;0000;0;2022-10-09;2022-10-09
436;1110693;0000;0;2022-10-09;2022-10-09
419;1110426;0000;0;2022-10-09;2022-10-09
647;1111337;0000;0;2022-10-09;2022-10-09
596;1112043;0000;0;2022-10-09;2022-10-09
1032;1110518;0000;0;2022-10-09;2022-10-09
501;1112079;0000;0;2022-10-09;2022-10-09
411;1111603;0000;0;2022-10-09;2022-10-09
91;1110555;0000;0;2022-10-09;2022-10-09
577;1112108;0000;0;2022-10-09;2022-10-09
736;1111800;0000;0;2022-10-09;2022-10-09
226;1110764;0000;0;2022-10-09;2022-10-09
723;1110806;0000;0;2022-10-09;2022-10-09
837;1111386;0000;0;2022-10-09;2022-10-09
997;1111360;0000;0;2022-10-09;2022-10-09
824;1110729;0000;0;2022-10-09;2022-10-09
804;1111677;0000;0;2022-10-09;2022-10-09
790;1110909;0000;0;2022-10-09;2022-10-09
803;1111319;0000;0;2022-10-09;2022-10-09
356;1110662;0000;0;2022-10-09;2022-10-09
535;1111064;0000;0;2022-10-09;2022-10-09
424;1112013;0000;0;2022-10-09;2022-10-09
183;1111838;0000;0;2022-10-09;2022-10-09
268;1112134;0000;0;2022-10-09;2022-10-09
598;1110951;0000;0;2022-10-09;2022-10-09
363;1111837;0000;0;2022-10-09;2022-10-09
733;1110893;0000;0;2022-10-09;2022-10-09
538;1111036;0000;0;2022-10-09;2022-10-09
309;1111904;0000;0;2022-10-09;2022-10-09
340;1111582;0000;0;2022-10-09;2022-10-09
600;1110672;0000;0;2022-10-09;2022-10-09
93;1111875;0000;0;2022-10-09;2022-10-09
480;1111700;0000;0;2022-10-09;2022-10-09
904;1111217;0000;0;2022-10-09;2022-10-09
329;1110749;0000;0;2022-10-09;2022-10-09
245;1111107;0000;0;2022-10-09;2022-10-09
645;1111517;0000;0;2022-10-09;2022-10-09
151;1110623;0000;0;2022-10-09;2022-10-09
294;1111897;0000;0;2022-10-09;2022-10-09
339;1111586;0000;0;2022-10-09;2022-10-09
194;1110842;0000;0;2022-10-09;2022-10-09
361;1110816;0000;0;2022-10-09;2022-10-09
452;1110526;0000;0;2022-10-09;2022-10-09
926;1111209;0000;0;2022-10-09;2022-10-09
780;1112020;0000;0;2022-10-09;2022-10-09
373;1110649;0000;0;2022-10-09;2022-10-09
953;1111341;0000;0;2022-10-09;2022-10-09
87;1111741;0000;0;2022-10-09;2022-10-09
435;1111943;0000;0;2022-10-09;2022-10-09
1039;1111057;0000;0;2022-10-09;2022-10-09
396;1111947;0000;0;2022-10-09;2022-10-09
604;1111033;0000;0;2022-10-09;2022-10-09
622;1111439;0000;0;2022-10-09;2022-10-09
51;1111352;0000;0;2022-10-09;2022-10-09
583;1111320;0000;0;2022-10-09;2022-10-09
437;1112028;0000;0;2022-10-09;2022-10-09
16;1110627;0000;0;2022-10-09;2022-10-09
294;1111035;0000;0;2022-10-09;2022-10-09
110;1111627;0000;0;2022-10-09;2022-10-09
124;1110673;0000;0;2022-10-09;2022-10-09
269;1111310;0000;0;2022-10-09;2022-10-09
732;1111264;0000;0;2022-10-09;2022-10-09
247;1110733;0000;0;2022-10-09;2022-10-09
244;1111904;0000;0;2022-10-09;2022-10-09
992;1111824;0000;0;2022-10-09;2022-10-09
77;1111331;0000;0;2022-10-09;2022-10-09
395;1111877;0000;0;2022-10-09;2022-10-09
815;1110772;0000;0;2022-10-09;2022-10-09
430;1110587;0000;0;2022-10-09;2022-10-09
85;1111481;0000;0;2022-10-09;2022-10-09
983;1111338;0000;0;2022-10-09;2022-10-09
613;1110569;0000;0;2022-10-09;2022-10-09
652;1111306;0000;0;2022-10-09;2022-10-09
279;1110920;0000;0;2022-10-09;2022-10-09
719;1112171;0000;0;2022-10-09;2022-10-09
787;1110907;0000;0;2022-10-09;2022-10-09
807;1111853;0000;0;2022-10-09;2022-10-09
19;1112146;0000;0;2022-10-09;2022-10-09
1037;1111731;0000;0;2022-10-09;2022-10-09
453;1111665;0000;0;2022-10-09;2022-10-09
958;1112164;0000;0;2022-10-09;2022-10-09
88;1111308;0000;0;2022-10-09;2022-10-09
629;1110594;0000;0;2022-10-09;2022-10-09
311;1111107;0000;0;2022-10-09;2022-10-09
80;1110597;0000;0;2022-10-09;2022-10-09
29;1111713;0000;0;2022-10-09;2022-10-09
715;1110776;0000;0;2022-10-09;2022-10-09
956;1112197;0000;0;2022-10-09;2022-10-09
541;1110527;0000;0;2022-10-09;2022-10-09
888;1110507;0000;0;2022-10-09;2022-10-09
17;1110409;0000;0;2022-10-09;2022-10-09
93;1110882;0000;0;2022-10-09;2022-10-09
694;1110950;0000;0;2022-10-09;2022-10-09
659;1111964;0000;0;2022-10-09;2022-10-09
116;1110858;0000;0;2022-10-09;2022-10-09
779;1110884;0000;0;2022-10-09;2022-10-09
72;1110655;0000;0;2022-10-09;2022-10-09
1019;1111675;0000;0;2022-10-09;2022-10-09
1004;1111245;0000;0;2022-10-09;2022-10-09
292;1112108;0000;0;2022-10-09;2022-10-09
262;1111474;0000;0;2022-10-09;2022-10-09
860;1111367;0000;0;2022-10-09;2022-10-09
907;1111802;0000;0;2022-10-09;2022-10-09
481;1110742;0000;0;2022-10-09;2022-10-09
823;1111819;0000;0;2022-10-09;2022-10-09
281;1111797;0000;0;2022-10-09;2022-10-09
745;1111620;0000;0;2022-10-09;2022-10-09
537;1111960;0000;0;2022-10-09;2022-10-09
834;1111673;0000;0;2022-10-09;2022-10-09
55;1111417;0000;0;2022-10-09;2022-10-09
1000;1112022;0000;0;2022-10-09;2022-10-09
870;1111736;0000;0;2022-10-09;2022-10-09
739;1111221;0000;0;2022-10-09;2022-10-09
962;1112181;0000;0;2022-10-09;2022-10-09
49;1111932;0000;0;2022-10-09;2022-10-09
103;1111258;0000;0;2022-10-09;2022-10-09
493;1111433;0000;0;2022-10-09;2022-10-09
848;1110545;0000;0;2022-10-09;2022-10-09
620;1111623;0000;0;2022-10-09;2022-10-09
267;1111870;0000;0;2022-10-09;2022-10-09
334;1111100;0000;0;2022-10-09;2022-10-09
994;1111092;0000;0;2022-10-09;2022-10-09
439;1110777;0000;0;2022-10-09;2022-10-09
425;1111957;0000;0;2022-10-09;2022-10-09
783;1111962;0000;0;2022-10-09;2022-10-09
257;1111996;0000;0;2022-10-09;2022-10-09
766;1110962;0000;0;2022-10-09;2022-10-09
394;1111977;0000;0;2022-10-09;2022-10-09
769;1111178;0000;0;2022-10-09;2022-10-09
788;1110783;0000;0;2022-10-09;2022-10-09
304;1111731;0000;0;2022-10-09;2022-10-09
13;1111254;0000;0;2022-10-09;2022-10-09
770;1110902;0000;0;2022-10-09;2022-10-09
972;1110854;0000;0;2022-10-09;2022-10-09
645;1112054;0000;0;2022-10-09;2022-10-09
886;1111366;0000;0;2022-10-09;2022-10-09
252;1111368;0000;0;2022-10-09;2022-10-09
357;1111939;0000;0;2022-10-09;2022-10-09
1044;1111250;0000;0;2022-10-09;2022-10-09
96;1110436;0000;0;2022-10-09;2022-10-09
571;1110826;0000;0;2022-10-09;2022-10-09
191;1112109;0000;0;2022-10-09;2022-10-09
52;1110656;0000;0;2022-10-09;2022-10-09
591;1110525;0000;0;2022-10-09;2022-10-09
127;1110780;0000;0;2022-10-09;2022-10-09
363;1110777;0000;0;2022-10-09;2022-10-09
613;1110862;0000;0;2022-10-09;2022-10-09
262;1111039;0000;0;2022-10-09;2022-10-09
233;1111839;0000;0;2022-10-09;2022-10-09
782;1111757;0000;0;2022-10-09;2022-10-09
912;1111768;0000;0;2022-10-09;2022-10-09
871;1110472;0000;0;2022-10-09;2022-10-09
498;1110771;0000;0;2022-10-09;2022-10-09
541;1111653;0000;0;2022-10-09;2022-10-09
342;1110490;0000;0;2022-10-09;2022-10-09
339;1112048;0000;0;2022-10-09;2022-10-09
456;1110452;0000;0;2022-10-09;2022-10-09
917;1111934;0000;0;2022-10-09;2022-10-09
350;1111957;0000;0;2022-10-09;2022-10-09
1008;1112179;0000;0;2022-10-09;2022-10-09
761;1111846;0000;0;2022-10-09;2022-10-09
48;1110836;0000;0;2022-10-09;2022-10-09
188;1110997;0000;0;2022-10-09;2022-10-09
570;1111276;0000;0;2022-10-09;2022-10-09
674;1110582;0000;0;2022-10-09;2022-10-09
403;1110796;0000;0;2022-10-09;2022-10-09
289;1111874;0000;0;2022-10-09;2022-10-09
456;1110512;0000;0;2022-10-09;2022-10-09
397;1111905;0000;0;2022-10-09;2022-10-09
32;1111749;0000;0;2022-10-09;2022-10-09
210;1112093;0000;0;2022-10-09;2022-10-09
445;1111008;0000;0;2022-10-09;2022-10-09
609;1110746;0000;0;2022-10-09;2022-10-09
647;1110675;0000;0;2022-10-09;2022-10-09
1019;1111749;0000;0;2022-10-09;2022-10-09
496;1111258;0000;0;2022-10-09;2022-10-09
721;1111207;0000;0;2022-10-09;2022-10-09
444;1111605;0000;0;2022-10-09;2022-10-09
417;1111068;0000;0;2022-10-09;2022-10-09
700;1111845;0000;0;2022-10-09;2022-10-09
923;1112145;0000;0;2022-10-09;2022-10-09
12;1110905;0000;0;2022-10-09;2022-10-09
217;1110777;0000;0;2022-10-09;2022-10-09
1003;1111256;0000;0;2022-10-09;2022-10-09
42;1111976;0000;0;2022-10-09;2022-10-09
908;1111723;0000;0;2022-10-09;2022-10-09
123;1111725;0000;0;2022-10-09;2022-10-09
456;1111363;0000;0;2022-10-09;2022-10-09
1040;1110649;0000;0;2022-10-09;2022-10-09
153;1111720;0000;0;2022-10-09;2022-10-09
109;1111899;0000;0;2022-10-09;2022-10-09
450;1111600;0000;0;2022-10-09;2022-10-09
998;1111712;0000;0;2022-10-09;2022-10-09
718;1111531;0000;0;2022-10-09;2022-10-09
160;1111020;0000;0;2022-10-09;2022-10-09
794;1110650;0000;0;2022-10-09;2022-10-09
178;1111752;0000;0;2022-10-09;2022-10-09
1017;1111188;0000;0;2022-10-09;2022-10-09
725;1112172;0000;0;2022-10-09;2022-10-09
612;1111253;0000;0;2022-10-09;2022-10-09
420;1111684;0000;0;2022-10-09;2022-10-09
959;1110614;0000;0;2022-10-09;2022-10-09
521;1111890;0000;0;2022-10-09;2022-10-09
548;1111929;0000;0;2022-10-09;2022-10-09
238;1110462;0000;0;2022-10-09;2022-10-09
474;1111393;0000;0;2022-10-09;2022-10-09
216;1110733;0000;0;2022-10-09;2022-10-09
393;1110793;0000;0;2022-10-09;2022-10-09
389;1111024;0000;0;2022-10-09;2022-10-09
615;1110948;0000;0;2022-10-09;2022-10-09
268;1111682;0000;0;2022-10-09;2022-10-09
160;1111811;0000;0;2022-10-09;2022-10-09
381;1111740;0000;0;2022-10-09;2022-10-09
91;1111534;0000;0;2022-10-09;2022-10-09
446;1111382;0000;0;2022-10-09;2022-10-09
596;1111982;0000;0;2022-10-09;2022-10-09
666;1111617;0000;0;2022-10-09;2022-10-09
694;1111412;0000;0;2022-10-09;2022-10-09
121;1111321;0000;0;2022-10-09;2022-10-09
426;1110717;0000;0;2022-10-09;2022-10-09
206;1110816;0000;0;2022-10-09;2022-10-09
295;1111914;0000;0;2022-10-09;2022-10-09
630;1111841;0000;0;2022-10-09;2022-10-09
710;1111371;0000;0;2022-10-09;2022-10-09
487;1112146;0000;0;2022-10-09;2022-10-09
288;1110840;0000;0;2022-10-09;2022-10-09
691;1111905;0000;0;2022-10-09;2022-10-09
828;1112061;0000;0;2022-10-09;2022-10-09
737;1111752;0000;0;2022-10-09;2022-10-09
930;1111954;0000;0;2022-10-09;2022-10-09
643;1110701;0000;0;2022-10-09;2022-10-09
636;1111717;0000;0;2022-10-09;2022-10-09
894;1111684;0000;0;2022-10-09;2022-10-09
840;1111001;0000;0;2022-10-09;2022-10-09
640;1110523;0000;0;2022-10-09;2022-10-09
832;1111326;0000;0;2022-10-09;2022-10-09
927;1112084;0000;0;2022-10-09;2022-10-09
928;1111514;0000;0;2022-10-09;2022-10-09
171;1111761;0000;0;2022-10-09;2022-10-09
182;1112011;0000;0;2022-10-09;2022-10-09
58;1112121;0000;0;2022-10-09;2022-10-09
491;1111796;0000;0;2022-10-09;2022-10-09
882;1110525;0000;0;2022-10-09;2022-10-09
525;1110920;0000;0;2022-10-09;2022-10-09
409;1111103;0000;0;2022-10-09;2022-10-09
690;1111898;0000;0;2022-10-09;2022-10-09
136;1110579;0000;0;2022-10-09;2022-10-09
134;1111526;0000;0;2022-10-09;2022-10-09
638;1110933;0000;0;2022-10-09;2022-10-09
560;1110998;0000;0;2022-10-09;2022-10-09
392;1110681;0000;0;2022-10-09;2022-10-09
684;1110524;0000;0;2022-10-09;2022-10-09
698;1111039;0000;0;2022-10-09;2022-10-09
658;1111630;0000;0;2022-10-09;2022-10-09
521;1110466;0000;0;2022-10-09;2022-10-09
323;1111178;0000;0;2022-10-09;2022-10-09
721;1111373;0000;0;2022-10-09;2022-10-09
111;1111074;0000;0;2022-10-09;2022-10-09
813;1111943;0000;0;2022-10-09;2022-10-09
163;1111776;0000;0;2022-10-09;2022-10-09
269;1111679;0000;0;2022-10-09;2022-10-09
474;1110541;0000;0;2022-10-09;2022-10-09
409;1112161;0000;0;2022-10-09;2022-10-09
1025;1111687;0000;0;2022-10-09;2022-10-09
32;1111614;0000;0;2022-10-09;2022-10-09
874;1111736;0000;0;2022-10-09;2022-10-09
333;1110704;0000;0;2022-10-09;2022-10-09
203;1110634;0000;0;2022-10-09;2022-10-09
768;1111733;0000;0;2022-10-09;2022-10-09
739;1111657;0000;0;2022-10-09;2022-10-09
1005;1111689;0000;0;2022-10-09;2022-10-09
341;1111399;0000;0;2022-10-09;2022-10-09
630;1110472;0000;0;2022-10-09;2022-10-09
79;1111610;0000;0;2022-10-09;2022-10-09
381;1111485;0000;0;2022-10-09;2022-10-09
14;1111831;0000;0;2022-10-09;2022-10-09
497;1111133;0000;0;2022-10-09;2022-10-09
507;1112190;0000;0;2022-10-09;2022-10-09
961;1111717;0000;0;2022-10-09;2022-10-09
330;1110492;0000;0;2022-10-09;2022-10-09
954;1110722;0000;0;2022-10-09;2022-10-09
72;1110809;0000;0;2022-10-09;2022-10-09
651;1111819;0000;0;2022-10-09;2022-10-09
442;1111590;0000;0;2022-10-09;2022-10-09
236;1111562;0000;0;2022-10-09;2022-10-09
260;1111603;0000;0;2022-10-09;2022-10-09
143;1110415;0000;0;2022-10-09;2022-10-09
374;1112004;0000;0;2022-10-09;2022-10-09
877;1110469;0000;0;2022-10-09;2022-10-09
307;1112024;0000;0;2022-10-09;2022-10-09
27;1110975;0000;0;2022-10-09;2022-10-09
1005;1111020;0000;0;2022-10-09;2022-10-09
542;1111496;0000;0;2022-10-09;2022-10-09
70;1111171;0000;0;2022-10-09;2022-10-09
532;1111108;0000;0;2022-10-09;2022-10-09
928;1111639;0000;0;2022-10-09;2022-10-09
61;1111037;0000;0;2022-10-09;2022-10-09
390;1111703;0000;0;2022-10-09;2022-10-09
193;1111063;0000;0;2022-10-09;2022-10-09
265;1110671;0000;0;2022-10-09;2022-10-09
1041;1112026;0000;0;2022-10-09;2022-10-09
141;1110812;0000;0;2022-10-09;2022-10-09
685;1111895;0000;0;2022-10-09;2022-10-09
183;1112090;0000;0;2022-10-09;2022-10-09
304;1111822;0000;0;2022-10-09;2022-10-09
557;1112048;0000;0;2022-10-09;2022-10-09
711;1110757;0000;0;2022-10-09;2022-10-09
764;1111317;0000;0;2022-10-09;2022-10-09
878;1111444;0000;0;2022-10-09;2022-10-09
1008;1111614;0000;0;2022-10-09;2022-10-09
985;1112160;0000;0;2022-10-09;2022-10-09
736;1111521;0000;0;2022-10-09;2022-10-09
1027;1111079;0000;0;2022-10-09;2022-10-09
1001;1111258;0000;0;2022-10-09;2022-10-09
243;1111211;0000;0;2022-10-09;2022-10-09
698;1110868;0000;0;2022-10-09;2022-10-09
268;1111133;0000;0;2022-10-09;2022-10-09
914;1111582;0000;0;2022-10-09;2022-10-09
957;1111797;0000;0;2022-10-09;2022-10-09
535;1111754;0000;0;2022-10-09;2022-10-09
427;1112126;0000;0;2022-10-09;2022-10-09
1011;1110755;0000;0;2022-10-09;2022-10-09
545;1111016;0000;0;2022-10-09;2022-10-09
667;1110831;0000;0;2022-10-09;2022-10-09
539;1110475;0000;0;2022-10-09;2022-10-09
25;1111668;0000;0;2022-10-09;2022-10-09
294;1111061;0000;0;2022-10-09;2022-10-09
790;1111262;0000;0;2022-10-09;2022-10-09
733;1112052;0000;0;2022-10-09;2022-10-09
731;1110502;0000;0;2022-10-09;2022-10-09
935;1112109;0000;0;2022-10-09;2022-10-09
978;1111829;0000;0;2022-10-09;2022-10-09
665;1111514;0000;0;2022-10-09;2022-10-09
829;1111250;0000;0;2022-10-09;2022-10-09
597;1112122;0000;0;2022-10-09;2022-10-09
937;1111466;0000;0;2022-10-09;2022-10-09
145;1111232;0000;0;2022-10-09;2022-10-09
85;1110426;0000;0;2022-10-09;2022-10-09
586;1111092;0000;0;2022-10-09;2022-10-09
378;1110582;0000;0;2022-10-09;2022-10-09
485;1110894;0000;0;2022-10-09;2022-10-09
863;1110715;0000;0;2022-10-09;2022-10-09
77;1110579;0000;0;2022-10-09;2022-10-09
647;1112062;0000;0;2022-10-09;2022-10-09
113;1112134;0000;0;2022-10-09;2022-10-09
321;1111127;0000;0;2022-10-09;2022-10-09
277;1110564;0000;0;2022-10-09;2022-10-09
1033;1111673;0000;0;2022-10-09;2022-10-09
473;1111261;0000;0;2022-10-09;2022-10-09
777;1111245;0000;0;2022-10-09;2022-10-09
892;1111352;0000;0;2022-10-09;2022-10-09
117;1112106;0000;0;2022-10-09;2022-10-09
405;1111147;0000;0;2022-10-09;2022-10-09
633;1111171;0000;0;2022-10-09;2022-10-09
697;1112010;0000;0;2022-10-09;2022-10-09
251;1111825;0000;0;2022-10-09;2022-10-09
176;1112009;0000;0;2022-10-09;2022-10-09
681;1111161;0000;0;2022-10-09;2022-10-09
452;1111663;0000;0;2022-10-09;2022-10-09
928;1111903;0000;0;2022-10-09;2022-10-09
367;1112165;0000;0;2022-10-09;2022-10-09
572;1111339;0000;0;2022-10-09;2022-10-09
380;1110454;0000;0;2022-10-09;2022-10-09
345;1111617;0000;0;2022-10-09;2022-10-09
106;1110902;0000;0;2022-10-09;2022-10-09
307;1110435;0000;0;2022-10-09;2022-10-09
